episodio_id,inizio,fine,n_post,n_parole_tot,primo_post,testo_unito,durata_min
75,2025-07-19 13:02:44.562000+00:00,2025-07-19 13:02:44.562000+00:00,1,60,114880031264786538,"All three nuclear sites in Iran were completely destroyed and/or OBLITERATED. It would take years to bring them back into service and, if Iran wanted to do so, they would be much better off starting anew, in three different locations, prior to those sites being obliterated, should they decide to do so. Thank you for your attention to this matter!",0.0
76,2025-07-22 00:01:49.758000+00:00,2025-07-22 00:01:49.758000+00:00,1,69,114893947519507520,"Iran's Foreign Minister, Abbas Araghchi, on the Iran Nuclear Sites: ""Damages are very severe, they are destroyed."" Of course they are, just like I said, and we will do it again, if necessary! As interviewed by Bret Baier. Fake News CNN should immediately fire their phony ""reporter"" and apologize to me and the great pilots who ""OBLITERATED"" Iran's nuclear sites. CNN is a major ratings loser, as is MSDNC!",0.0
77,2025-07-23 13:18:46.907000+00:00,2025-07-23 13:36:46.031000+00:00,2,114,114902743574618008,"Remember, Japan is, for the first time ever, OPENING ITS MAKET TO THE USA, even to cars, SUV’s, Trucks, -and everything else, even agriculture and RICE, which was always a complete NO, NO. The Open Market Japan may be as big a profit factor as the Tariffs themselves, but was only gotten because of the Tariff Power. They also agreed to buy BILLIONS OF DOLLARS WORTH OF MILITARY AND OTHER EQUIPMENT, and give us 90% of 550 BILLION DOLLARS - AND MORE!!! MAGA!!! || I WILL ONLY LOWER TARIFFS IF A COUNTRY AGREES TO OPEN ITS MARKET. IF NOT, MUCH HIGHER TARIFFS! Japan’s Markets are now OPEN (for first time ever!). USA BUSINESSES WILL BOOM!",17.985400000000002
78,2025-07-30 12:09:13.648000+00:00,2025-07-30 12:09:13.648000+00:00,1,114,114942106248731470,"Remember, while India is our friend, we have, over the years, done relatively little business with them because their Tariffs are far too high, among the highest in the World, and they have the most strenuous and obnoxious non-monetary Trade Barriers of any Country. Also, they have always bought a vast majority of their military equipment from Russia, and are Russia’s largest buyer of ENERGY, along with China, at a time when everyone wants Russia to STOP THE KILLING IN UKRAINE — ALL THINGS NOT GOOD! INDIA WILL THEREFORE BE PAYING A TARIFF OF 25%, PLUS A PENALTY FOR THE ABOVE, STARTING ON AUGUST FIRST. THANK YOU FOR YOUR ATTENTION TO THIS MATTER. MAGA!",0.0
79,2025-07-30 19:52:22.734000+00:00,2025-07-30 19:52:22.734000+00:00,1,172,114943927434273211,"We are very busy in the White House today working on Trade Deals. I have spoken to the Leaders of many Countries, all of whom want to make the United States ""extremely happy."" I will be meeting with the South Korean Trade Delegation this afternoon. South Korea is right now at a 25% Tariff, but they have an offer to buy down those Tariffs. I will be interested in hearing what that offer is. We have just concluded a Deal with the Country of Pakistan, whereby Pakistan and the United States will work together on developing their massive Oil Reserves. We are in the process of choosing the Oil Company that will lead this Partnership. Who knows, maybe they'll be selling Oil to India some day! Likewise, other Countries are making offers for a Tariff reduction. All of this will help reduce our Trade Deficit in a very major way. A full report will be released at the appropriate time. Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN!",0.0
80,2025-07-31 04:00:47.833000+00:00,2025-07-31 04:00:47.833000+00:00,1,77,114945847973193713,"I don’t care what India does with Russia. They can take their dead economies down together, for all I care. We have done very little business with India, their Tariffs are too high, among the highest in the World. Likewise, Russia and the USA do almost no business together. Let’s keep it that way, and tell Medvedev, the failed former President of Russia, who thinks he’s still President, to watch his words. He’s entering very dangerous territory!",0.0
81,2025-08-01 16:53:35.233000+00:00,2025-08-01 16:53:35.233000+00:00,1,83,114954549017557270,"Based on the highly provocative statements of the Former President of Russia, Dmitry Medvedev, who is now the Deputy Chairman of the Security Council of the Russian Federation, I have ordered two Nuclear Submarines to be positioned in the appropriate regions, just in case these foolish and inflammatory statements are more than just that. Words are very important, and can often lead to unintended consequences, I hope this will not be one of those instances. Thank you for your attention to this matter!",0.0
82,2025-08-03 05:49:50.739000+00:00,2025-08-03 05:49:50.739000+00:00,1,182,114963263700328714,"The very wonderful and talented Lara Trump, whose show is a big ratings success, put racist sleazebag Charlamagne ""The God"" (Why is he allowed to use the word ""GOD"" when describing himself? Can anyone imagine the uproar there would be if I used that nickname?). He's a Low IQ individual, has no idea what words are coming out of his mouth, and knows nothing about me or what I have done - like just ending 5 Wars, including a 31 year bloodbath between Republic of the Congo and Rwanda, where Seven Million people have died, and there was no end in sight. He didn't know that, or India and Pakistan or, wiping out Iran's nuclear capabilities, or closing the horrendous open Border, or creating the greatest economy, where prices and Inflation have come way down, and where STUPID and CORRUPT JOE BIDEN set the record for doing the Worst Job as President, EVER. But this dope, Charlamagne, would vote for Sleepy Joe or Kamala? Remember, one year ago our Country was DEAD, now it's the ""HOTTEST"" Country anywhere in the World. MAGA!!!",0.0
83,2025-08-04 14:25:16.169000+00:00,2025-08-04 14:25:16.169000+00:00,1,176,114970952739677687,"Sydney Sweeney, a registered Republican, has the ""HOTTEST"" ad out there. It's for American Eagle, and the jeans are ""flying off the shelves."" Go get 'em Sydney! On the other side of the ledger, Jaguar did a stupid, and seriously WOKE advertisement, THAT IS A TOTAL DISASTER! The CEO just resigned in disgrace, and the company is in absolute turmoil. Who wants to buy a Jaguar after looking at that disgraceful ad. Shouldn't they have learned a lesson from Bud Lite, which went Woke and essentially destroyed, in a short campaign, the Company. The market cap destruction has been unprecedented, with BILLIONS OF DOLLARS SO FOOLISHLY LOST. Or just look at Woke singer Taylor Swift. Ever since I alerted the world as to what she was by saying on TRUTH that I can't stand her (HATE!). She was booed out of the Super Bowl and became, NO LONGER HOT. The tide has seriously turned — Being WOKE is for losers, being Republican is what you want to be. Thank you for your attention to this matter!",0.0
84,2025-08-07 11:31:41.859000+00:00,2025-08-07 11:31:41.859000+00:00,1,44,114987257158661963,"Now that the nuclear arsenal being ""created"" by Iran has been totally OBLITERATED, it is very important to me that all Middle Eastern Countries join the Abraham Accords. This will insure PEACE IN THE MIDDLE EAST. Thank you for your attention to this matter!",0.0
85,2025-08-08 14:38:14.543000+00:00,2025-08-08 14:38:14.543000+00:00,1,206,114993652992825116,"Tariffs are having a huge positive impact on the Stock Market. Almost every day, new records are set. In addition, Hundreds of Billions of Dollars are pouring into our Country's coffers. If a Radical Left Court ruled against us at this late date, in an attempt to bring down or disturb the largest amount of money, wealth creation and influence the U.S.A. has ever seen, it would be impossible to ever recover, or pay back, these massive sums of money and honor. It would be 1929 all over again, a GREAT DEPRESSION! If they were going to rule against the wealth, strength, and power of America, they should have done so LONG AGO, at the beginning of the case, where our entire Country, while never having a chance at this kind of GREATNESS again, would not have been put in 1929 style jeopardy. There is no way America could recover from such a judicial tragedy, but I know our Court System better than anyone, there is no one in history that has gone through the trials, tribulations and uncertainties such as I, and absolutely terrible, but also amazingly beautiful, things can happen. Our Country deserves SUCCESS AND GREATNESS, NOT TURMOIL, FAILURE, AND DISGRACE. GOD BLESS AMERICA!",0.0
86,2025-08-18 13:03:10.223000+00:00,2025-08-18 13:03:10.223000+00:00,1,87,115049902258471066,"We will only see the return of the remaining hostages when Hamas is confronted and destroyed!!! The sooner this takes place, the better the chances of success will be. Remember, I was the one who negotiated and got hundreds of hostages freed and released into Israel (and America!). I was the one who ended 6 wars, in just 6 months. I was the one who OBLITERATED Iran's Nuclear facilities. Play to WIN, or don't play at all! Thank you for your attention to this matter! President DJT",0.0
87,2025-08-18 14:09:12.396000+00:00,2025-08-18 14:09:12.396000+00:00,1,155,115050161923440039,"I've settled 6 Wars in 6 months, one of them a possible Nuclear disaster, and yet I have to read & listen to the Wall Street Journal, and many other who truly don't have a clue, tell me everything that I am doing wrong on the Russia/Ukraine MESS, that is Sleepy Joe Biden's war, not mine. I'm only here to stop it, not to prosecute it any further. It would have NEVER happened if I was President. I know exactly what I'm doing, and I don't need the advice of people who have been working on all of these conflicts for years, and were never able to do a thing to stop them. They are ""STUPID"" people, with no common sense, intelligence, or understanding, and they only make the current R/U disaster more difficult to FIX. Despite all of my lightweight and very jealous critics, I'll get it done — I always do!!! President DJT",0.0
88,2025-08-22 20:19:54.819000+00:00,2025-08-22 20:19:54.819000+00:00,1,101,115074268844516691,"I am pleased to announce that the Radical Left Representatives working at the Congressional Budget Office (CBO) have now admitted how incredible my Tariff strategy has been, saying that, ""Trump's Tariffs reduce the deficit by $4 Trillion Dollars."" When I began my Tariff policy suggestions, they refused to acknowledge the potential SUCCESS that would be derived. Deficits are DOWN, Taxes are DOWN, Energy is DOWN, Prices generally are DOWN, the only things that are UP are, Take Home Pay, the Stock Market, and our Country, which is the ""HOTTEST"" anywhere in the World. Thank you for your attention to this matter!",0.0
89,2025-08-26 00:31:02.633000+00:00,2025-08-26 00:31:02.633000+00:00,1,159,115092243259973570,"As the President of the United States, I will stand up to Countries that attack our incredible American Tech Companies. Digital Taxes, Digital Services Legislation, and Digital Markets Regulations are all designed to harm, or discriminate against, American Technology. They also, outrageously, give a complete pass to China's largest Tech Companies. This must end, and end NOW! With this TRUTH, I put all Countries with Digital Taxes, Legislation, Rules, or Regulations, on notice that unless these discriminatory actions are removed, I, as President of the United States, will impose substantial additional Tariffs on that Country's Exports to the U.S.A., and institute Export restrictions on our Highly Protected Technology and Chips. America, and American Technology Companies, are neither the ""piggy bank"" nor the ""doormat"" of the World any longer. Show respect to America and our amazing Tech Companies or, consider the consequences! Thank you for your attention to this matter. DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",0.0
90,2025-09-01 01:13:39.792000+00:00,2025-09-01 01:13:39.792000+00:00,1,72,115126384708348116,"Prices are ""WAY DOWN"" in the USA, with virtually no inflation. With the exception of ridiculous, corrupt politician approved ""Windmills,"" which are killing every State and Country that uses them, Energy prices are falling,""big time."" Gasoline is at many year lows. All of this despite magnificent Tariffs, which are bringing in Trillions of Dollars from Countries that took total advantage of us, for decades, and are making America STRONG and RESPECTED AGAIN!!!",0.0
91,2025-09-01 13:25:09.688000+00:00,2025-09-01 13:25:09.688000+00:00,1,138,115129261076571259,"What few people understand is that we do very little business with India, but they do a tremendous amount of business with us. In other words, they sell us massive amounts of goods, their biggest ""client,"" but we sell them very little - Until now a totally one sided relationship, and it has been for many decades. The reason is that India has charged us, until now, such high Tariffs, the most of any country, that our businesses are unable to sell into India. It has been a totally one sided disaster! Also, India buys most of its oil and military products from Russia, very little from the U.S. They have now offered to cut their Tariffs to nothing, but it's getting late. They should have done so years ago. Just some simple facts for people to ponder!!!",0.0
92,2025-09-02 21:22:07.895000+00:00,2025-09-02 21:22:07.895000+00:00,1,128,115136798909755892,"Earlier this morning, on my Orders, U.S. Military Forces conducted a kinetic strike against positively identified Tren de Aragua Narcoterrorists in the SOUTHCOM area of responsibility. TDA is a designated Foreign Terrorist Organization, operating under the control of Nicolas Maduro, responsible for mass murder, drug trafficking, sex trafficking, and acts of violence and terror across the United States and Western Hemisphere. The strike occurred while the terrorists were at sea in International waters transporting illegal narcotics, heading to the United States. The strike resulted in 11 terrorists killed in action. No U.S. Forces were harmed in this strike. Please let this serve as notice to anybody even thinking about bringing drugs into the United States of America. BEWARE! Thank you for your attention to this matter!!!!!!!!!!! Video --",0.0
93,2025-09-10 15:09:14.575000+00:00,2025-09-10 15:09:14.575000+00:00,1,11,115180631135047280,What's with Russia violating Poland's airspace with drones? Here we go!,0.0
94,2025-09-13 11:15:04.245000+00:00,2025-09-13 11:15:04.245000+00:00,1,252,115196697263809382,"A LETTER SENT BY PRESIDENT DONALD J. TRUMP TO ALL NATO NATIONS AND, THE WORLD: ""I am ready to do major Sanctions on Russia when all NATO Nations have agreed, and started, to do the same thing, and when all NATO Nations STOP BUYING OIL FROM RUSSIA. As you know, NATO'S commitment to WIN has been far less than 100%, and the purchase of Russian Oil, by some, has been shocking! It greatly weakens your negotiating position, and bargaining power, over Russia. Anyway, I am ready to ""go"" when you are. Just say when? I believe that this, plus NATO, as a group, placing 50% to 100% TARIFFS ON CHINA, to be fully withdrawn after the WAR with Russia and Ukraine is ended, will also be of great help in ENDING this deadly, but RIDICULOUS, WAR. China has a strong control, and even grip, over Russia, and these powerful Tariffs will break that grip. This is not TRUMP'S WAR (it would never have started if I was President!), it is Biden's and Zelenskyy's WAR. I am only here to help stop it, and save thousands of Russian and Ukrainian lives (7,118 lives lost last week, alone. CRAZY!). If NATO does as I say, the WAR will end quickly, and all of those lives will be saved! If not, you are just wasting my time, and the time, energy, and money of the United States. Thank you for your attention to this matter! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA.""",0.0
95,2025-09-15 19:57:14.859000+00:00,2025-09-15 19:57:14.859000+00:00,1,138,115210075167747572,"This morning, on my Orders, U.S. Military Forces conducted a SECOND Kinetic Strike against positively identified, extraordinarily violent drug trafficking cartels and narcoterrorists in the SOUTHCOM area of responsibility. The Strike occurred while these confirmed narcoterrorists from Venezuela were in International Waters transporting illegal narcotics (A DEADLY WEAPON POISONING AMERICANS!) headed to the U.S. These extremely violent drug trafficking cartels POSE A THREAT to U.S. National Security, Foreign Policy, and vital U.S. Interests. The Strike resulted in 3 male terrorists killed in action. No U.S. Forces were harmed in this Strike. BE WARNED — IF YOU ARE TRANSPORTING DRUGS THAT CAN KILL AMERICANS, WE ARE HUNTING YOU! The illicit activities by these cartels have wrought DEVASTATING CONSEQUENCES ON AMERICAN COMMUNITIES FOR DECADES, killing millions of American Citizens. NO LONGER. Thank you for your attention to this matter!!!Video --",0.0
96,2025-09-23 18:55:21.589000+00:00,2025-09-23 18:55:21.589000+00:00,1,280,115255130298104593,"After getting to know and fully understand the Ukraine/Russia Military and Economic situation and, after seeing the Economic trouble it is causing Russia, I think Ukraine, with the support of the European Union, is in a position to fight and WIN all of Ukraine back in its original form. With time, patience, and the financial support of Europe and, in particular, NATO, the original Borders from where this War started, is very much an option. Why not? Russia has been fighting aimlessly for three and a half years a War that should have taken a Real Military Power less than a week to win. This is not distinguishing Russia. In fact, it is very much making them look like ""a paper tiger."" When the people living in Moscow, and all of the Great Cities, Towns, and Districts all throughout Russia, find out what is really going on with this War, the fact that it's almost impossible for them to get Gasoline through the long lines that are being formed, and all of the other things that are taking place in their War Economy, where most of their money is being spent on fighting Ukraine, which has Great Spirit, and only getting better, Ukraine would be able to take back their Country in its original form and, who knows, maybe even go further than that! Putin and Russia are in BIG Economic trouble, and this is the time for Ukraine to act. In any event, I wish both Countries well. We will continue to supply weapons to NATO for NATO to do what they want with them. Good luck to all! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",0.0
97,2025-10-06 11:56:01.431000+00:00,2025-10-06 11:56:01.431000+00:00,1,41,115327091437197645,"JUST OUT: Good news for the Holiday Season. EARLY PRICES ARE DOWN, WHILE TARIFFS ARE MAKING OUR COUNTRY AN ECONOMIC POWER AGAIN. Also, virtually NO INFLATION, AS STOCK MARKETS CONTINUALLY HIT RECORD HIGHS. THE BEST OF ALL WORLDS FOR THE U.S.A.",0.0
98,2025-10-06 19:04:24.405000+00:00,2025-10-06 19:04:24.405000+00:00,1,87,115328775907282328,"Democrats have SHUT DOWN the United States Government right in the midst of one of the most successful Economies, including a Record Stock Market, that our Country has ever had. This has sadly affected so many programs, services, and other elements of Society that Americans rely on — And it should not have happened. I am happy to work with the Democrats on their Failed Healthcare Policies, or anything else, but first they must allow our Government to re-open. In fact, they should open our Government tonight!",0.0
99,2025-10-14 17:42:22.245000+00:00,2025-10-14 17:42:22.245000+00:00,1,96,115373751811822463,"Under my Standing Authorities as Commander-in-Chief, this morning, the Secretary of War, ordered a lethal kinetic strike on a vessel affiliated with a Designated Terrorist Organization (DTO) conducting narcotrafficking in the USSOUTHCOM area of responsibility — just off the Coast of Venezuela. Intelligence confirmed the vessel was trafficking narcotics, was associated with illicit narcoterrorist networks, and was transiting along a known DTO route. The strike was conducted in International Waters, and six male narcoterrorists aboard the vessel were killed in the strike. No U.S. Forces were harmed. Thank you for your attention to this matter!!!!!! Video:",0.0
100,2025-10-22 20:57:00.989000+00:00,2025-10-22 20:57:00.989000+00:00,1,14,115419815673188246,"""Treasury Sanctions Major Russian Oil Companies, Calls on Moscow to Immediately Agree to Ceasefire""",0.0
101,2025-10-27 06:58:43.294000+00:00,2025-10-27 06:58:43.294000+00:00,1,123,115444830915442121,"Why would anyone vote for New Jersey and Virginia Gubernatorial Candidates, Mikie Sherrill and Abigail Spanberger, when they want transgender for everybody, men playing in women's sports, High Crime, and the most expensive Energy prices almost anywhere in the World? VOTE REPUBLICAN for massive Energy Cost reductions, large scale Tax Cuts, and basic Common Sense! Under President Trump, ME, Gasoline will come down to approximately $2 a Gallon, very soon! With the Democrats, you'll be paying $4, $5, and $6 a Gallon, and your Electric and other Energy costs will, likewise, SOAR. VOTE REPUBLICAN FOR A GREAT AND VERY AFFORDABLE LIFE. All you'll get from voting Democrat is unrelentingly High Crime, Energy prices through the roof, men playing in women's sports, and HEARTACHE!",0.0
102,2025-10-29 21:47:37.109000+00:00,2025-10-29 21:47:37.109000+00:00,1,103,115459650821125830,"South Korea has agreed to pay the USA 350 Billion Dollars for a lowering of the Tariff's charged against them by the United States. Additionally, they have agreed to buy our Oil and Gas in vast quantities, and investments into our Country by wealthy South Korean Companies and Businessmen will exceed 600 Billion Dollars. Our Military Alliance is stronger than ever before and, based on that, I have given them approval to build a Nuclear Powered Submarine, rather than the old fashioned, and far less nimble, diesel powered Submarines that they have now. A great trip, with a great President of South Korea!",0.0
103,2025-10-30 01:04:13.912000+00:00,2025-10-30 01:04:13.912000+00:00,1,100,115460423936412555,"The United States has more Nuclear Weapons than any other country. This was accomplished, including a complete update and renovation of existing weapons, during my First Term in office. Because of the tremendous destructive power, I HATED to do it, but had no choice! Russia is second, and China is a distant third, but will be even within 5 years. Because of other countries testing programs, I have instructed the Department of War to start testing our Nuclear Weapons on an equal basis. That process will begin immediately. Thank you for your attention to this matter! PRESIDENT DONALD J. TRUMP",0.0
104,2025-11-03 00:49:12.814000+00:00,2025-11-03 00:49:12.814000+00:00,1,123,115483014123680949,"Why would anyone vote for New Jersey and Virginia Gubernatorial Candidates, Mikie Sherrill and Abigail Spanberger, when they want transgender for everybody, men playing in women's sports, High Crime, and the most expensive Energy prices almost anywhere in the World? VOTE REPUBLICAN for massive Energy Cost reductions, large scale Tax Cuts, and basic Common Sense! Under President Trump, ME, Gasoline will come down to approximately $2 a Gallon, very soon! With the Democrats, you'll be paying $4, $5, and $6 a Gallon, and your Electric and other Energy costs will, likewise, SOAR. VOTE REPUBLICAN FOR A GREAT AND VERY AFFORDABLE LIFE. All you'll get from voting Democrat is unrelentingly High Crime, Energy prices through the roof, men playing in women's sports, and HEARTACHE!",0.0
105,2025-11-03 23:51:17.550000+00:00,2025-11-03 23:51:17.550000+00:00,1,123,115488448679125333,"Why would anyone vote for New Jersey and Virginia Gubernatorial Candidates, Mikie Sherrill and Abigail Spanberger, when they want transgender for everybody, men playing in women's sports, High Crime, and the most expensive Energy prices almost anywhere in the World? VOTE REPUBLICAN for massive Energy Cost reductions, large scale Tax Cuts, and basic Common Sense! Under President Trump, ME, Gasoline will come down to approximately $2 a Gallon, very soon! With the Democrats, you'll be paying $4, $5, and $6 a Gallon, and your Electric and other Energy costs will, likewise, SOAR. VOTE REPUBLICAN FOR A GREAT AND VERY AFFORDABLE LIFE. All you'll get from voting Democrat is unrelentingly High Crime, Energy prices through the roof, men playing in women's sports, and HEARTACHE!",0.0
106,2025-11-04 14:53:40.540000+00:00,2025-11-04 14:53:40.540000+00:00,1,35,115491996994152487,"If affordability is you issue, VOTE REPUBLICAN! Energy costs, as and example, are plummeting - Getting close to 2 Dollar a gallon gasoline. When energy goes down, everything else follows, and it has!!! President DJT",0.0
107,2025-11-09 12:25:38.658000+00:00,2025-11-09 12:25:38.658000+00:00,1,82,115519726463094783,"People that are against Tariffs are FOOLS! We are now the Richest, Most Respected Country In the World, With Almost No Inflation, and A Record Stock Market Price. 401k's are Highest EVER. We are taking in Trillions of Dollars and will soon begin paying down our ENORMOUS DEBT, $37 Trillion. Record Investment in the USA, plants and factories going up all over the place. A dividend of at least $2000 a person (not including high income people!) will be paid to everyone",0.0
108,2025-11-09 15:29:11.446000+00:00,2025-11-09 15:29:11.446000+00:00,1,264,115520448197201824,"""AUTOPEN"" Sleepy Joe Biden was, by far, the worst President in American History. Taking office as a result of the most corrupt Election ever seen in the United States, Biden oversaw a series of unprecedented disasters that brought our Nation to the brink of destruction. His policies caused the highest Inflation ever recorded, leading the U.S. Dollar to lose more than 20% of its value in 4 years. His Green New Scam surrendered American Energy Dominance and, by abolishing the Southern Border, Biden let 21 million people from all over the World pour into the United States, including from prisons, jails, mental institutions, and insane asylums. His surrender in Afghanistan was among the most humiliating events in American History, and resulted in the murder of 13 brave American Servicemembers, with many others gravely wounded. Seeing Biden's devastating weakness, Russia invaded Ukraine, and Hamas terrorists launched the heinous October 7th attack on Israel. Nicknamed both ""Sleepy"" and ""Crooked,"" Joe Biden was dominated by his radical handlers. They and their allies in the Fake News Media attempted to cover up his severe mental decline, and his unprecedented use of the Autopen. Following his humiliating debate loss to President Trump in the big June 2024 debate, he was forced to withdraw from his campaign for re-election in disgrace. Biden weaponized Law Enforcement against his political opponent, while also persecuting many other innocent people. He left office issuing blanket pardons to Radical Democrat criminals and thugs, as well as members of the Biden Crime Family — But despite it all, President Trump would get Re-Elected, and SAVE AMERICA!",0.0
109,2025-11-14 15:45:38.152000+00:00,2025-11-14 15:45:38.152000+00:00,1,65,115548824413984773,"Cost, and INFLATION, were far higher under the Sleepy Joe Biden Administration, than they are now. In fact, costs under the TRUMP ADMINISTRATION are tumbling down, helped greatly by gasoline and ENERGY. Affordability is a lie when used by the Dems. It is a complete CON JOB. Thanksgiving costs are 25% lower this year than last, under Crooked Joe! We are the Party of Affordability!",0.0
110,2025-11-17 22:44:22.061000+00:00,2025-11-17 22:44:22.061000+00:00,1,158,115567457865630938,"Congratulations to the World on the incredible Vote of the United Nations Security Council, just moments ago, acknowledging and endorsing the BOARD OF PEACE, which will be chaired by me, and include the most powerful and respected Leaders throughout the World. This will go down as one of the biggest approvals in the History of the United Nations, will lead to further Peace all over the World, and is a moment of true Historic proportion! Thank you to the United Nations, and all of the Countries on the U.N. Security Council, China, Russia, France, The United Kingdom, Algeria, Denmark, Greece, Guyana, South Korea, Pakistan, Panama, Sierra Leone, Slovenia, and Somalia. Also thank you to those Countries that weren't on this Committee, but strongly backed the effort, including Qatar, Egypt, United Arab Emirates, The Kingdom of Saudi Arabia, Indonesia, Turkiye, and Jordan. The members of the Board, and many more exciting announcements, will be made in the coming weeks.",0.0
111,2025-11-20 01:20:05.742000+00:00,2025-11-20 01:20:05.742000+00:00,1,393,115579394833948106,"Jeffrey Epstein, who was charged by the Trump Justice Department in 2019 (Not the Democrats!), was a lifelong Democrat, donated Thousands of Dollars to Democrat Politicians, and was deeply associated with many well-known Democrat figures, such as Bill Clinton (who traveled on his plane 26 times), Larry Summers (who just resigned from many Boards, including Harvard), Sleazebag Political Activist Reid Hoffman, Minority Leader Hakeem Jeffries (who asked Epstein to donate to his Campaign AFTER Epstein was charged), Democrat Congresswoman Stacey Plaskett, and many more. Perhaps the truth about these Democrats, and their associations with Jeffrey Epstein, will soon be revealed, because I HAVE JUST SIGNED THE BILL TO RELEASE THE EPSTEIN FILES! As everyone knows, I asked Speaker of the House Mike Johnson, and Senate Majority Leader John Thune, to pass this Bill in the House and Senate, respectively. Because of this request, the votes were almost unanimous in favor of passage. At my direction, the Department of Justice has already turned over close to fifty thousand pages of documents to Congress. Do not forget — The Biden Administration did not turn over a SINGLE file or page related to Democrat Epstein, nor did they ever even speak about him. Democrats have used the ""Epstein"" issue, which affects them far more than the Republican Party, in order to try and distract from our AMAZING Victories, including THE GREAT BIG BEAUTIFUL TAX CUT BILL, Strong Borders, No Men in Women's Sports or Transgender for Everyone, ending DEI, stopping Biden's Record Setting Inflation, lowering Prices, Biggest Tax and Regulation Cuts in History, ending EIGHT Wars, rebuilding our Military, knocking out Iran's Nuclear capability, getting Trillions of Dollars INVESTED in the U.S.A., creating the ""HOTTEST"" Country anywhere in the World, and even delivering a HUGE DEFEAT to the Democrats on the recent Shutdown Disaster. For years our Great Nation has had to endure RUSSIA, RUSSIA, RUSSIA, UKRAINE, UKRAINE, UKRAINE, IMPEACHMENT HOAX #1 , IMPEACHMENT HOAX #2 , and many other Democrat created Witch Hunts and Scams, all of which have been so terrible and divisive for our Country, and have been done to confuse, deflect, and distract from the GREAT JOB that Republicans, and the Trump Administration, are doing. This latest Hoax will backfire on the Democrats just as all of the rest have! Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN!",0.0
112,2025-11-22 12:01:08.465000+00:00,2025-11-22 12:01:08.465000+00:00,1,84,115593240147764609,"I HAVE JUST GOTTEN THE HIGHEST POLL NUMBERS OF MY ""POLITICAL CAREER."" While my great work on the Economy has not yet been fully appreciated, it will be! Things are really Rockin'. Stopping WARS and Foreign Relations seems to be a strong suit. Also great, The Border and Stopping Crime. I predict that the Economy, with the already HIGHEST STOCK MARKET, EVER, and prices coming sharply down from the Biden disaster, will soon be at the top of the list. MAKE AMERICA GREAT AGAIN!",0.0
113,2025-11-23 02:01:23.726000+00:00,2025-11-23 02:01:23.726000+00:00,1,150,115596544162295527,"We are taking in TRILLIONS of Dollars in Tariffs and Investment Dollars from foreign lands because of Tariffs. I have stopped 5 of the eight WARS directly because of the threat of Tariffs if they don't stop fighting or, better yet, if they start. There is almost no Inflation, and the worst in USA History under Sleepy Joe Biden. The Stock Market just hit an ALL-TIME HIGH for the 48th time in 9 months. To Leonard Leo, Koch, and all of the Countries and Slimeballs that have ripped off the United States of America for years through the use of their own Tariffs, we don't have a Court System that's going to let you destroy our Country any longer. This is the richest, strongest, and most respected the USA has ever been. November 5th, and Tariffs, are the reasons why. Thank you for your attention to this matter! President DJT",0.0
114,2025-11-23 14:14:54.685000+00:00,2025-11-23 14:14:54.685000+00:00,1,201,115599428464496784,"The War between Russia and Ukraine is a violent and terrible one that, with strong and proper U.S. and Ukrainian LEADERSHIP, would have NEVER HAPPENED. It began long before I took office for a Second Term, during the Sleepy Joe Biden Administration, and has only gotten worse. If the 2020 Presidential Election was not RIGGED & STOLEN, the only thing the Radical Left Democrats are good at doing, there would be no Ukraine/Russia War, as there wasn't, not even a mention, during my first Term in Office. Putin would never have attacked! It was only when he saw Sleepy Joe in action that he said, ""Now is my chance!"" The rest is history, and so it continues. I INHERITED A WAR THAT SHOULD HAVE NEVER HAPPENED, A WAR THAT IS A LOSER FOR EVERYONE, ESPECIALLY THE MILLIONS OF PEOPLE THAT HAVE SO NEEDLESSLY DIED. UKRAINE ""LEADERSHIP"" HAS EXPRESSED ZERO GRATITUDE FOR OUR EFFORTS, AND EUROPE CONTINUES TO BUY OIL FROM RUSSIA. THE USA CONTINUES TO SELL MASSIVE $AMOUNTS OF WEAPONS TO NATO, FOR DISTRIBUTION TO UKRAINE (CROOKED JOE GAVE EVERYTHING, FREE, FREE, FREE, INCLUDING ""BIG"" MONEY!). GOD BLESS ALL THE LIVES THAT HAVE BEEN LOST IN THE HUMAN CATASTROPHE! President DJT",0.0
