gruppo,post_id,timestamp_utc,testo,attori_trovati,meccanismi_trovati,giudizio
dentro,115596544162295527,2025-11-23 02:01:23.726000+00:00,"We are taking in TRILLIONS of Dollars in Tariffs and Investment Dollars from foreign lands because of Tariffs. I have stopped 5 of the eight WARS directly because of the threat of Tariffs if they don't stop fighting or, better yet, if they start. There is almost no Inflation, and the worst in USA History under Sleepy Joe Biden. The Stock Market just hit an ALL-TIME HIGH for the 48th time in 9 months. To Leonard Leo, Koch, and all of the Countries and Slimeballs that have ripped off the United States of America for years through the use of their own Tariffs, we don't have a Court System that's going to let you destroy our Country any longer. This is the richest, strongest, and most respected the USA has ever been. November 5th, and Tariffs, are the reasons why. Thank you for your attention to this matter! President DJT",['market'],['destroy'],
dentro,116069904214662301,2026-02-14 16:23:04.916000+00:00,"Sometimes in life you waste time! T.V. Host Bill Maher asked to have dinner with me through one of his friends, also a friend of mine, and I agreed. He came into the famed Oval Office much different than I thought he would be. He was extremely nervous, had ZERO confidence in himself and, to soothe his nerves, immediately, within seconds, asked for a ""Vodka Tonic."" He said to me, ""I've never felt like this before, I'm actually scared."" In one respect, it was somewhat endearing! Anyway, we had a great dinner, it was quick, easy, and he seemed to be a nice guy and, for his first show after our dinner, he was very respectful about our meeting — But with everything I have done in bringing our Country back from ""OBLIVION,"" why wouldn't he be? But then I noticed his show started to devolve into the same old story — Very boring, ANTI TRUMP, no mention of the PERFECT Border, Lowest Crime in 125 years, the Mass Removal of Stone Cold Criminals, the 50,000 DOW, the 7,000 S&P (Both Highest Ever!), Least Number of Murders since 1900, Venezuela, ""Midnight Hammer,"" Soleimani DEAD, al-Baghdadi DEAD, Lowest Inflation in YEARS (1.2% for last three months!), the Rebuilding of our Military, Eight War Stoppages, and on, and on, and on! In any event, it was a total waste of time for me to have this jerk at the White House and last night, after explaining what a DISASTER Canadian ""Leaders"" are to deal with, how Canada has ""ripped off"" the United States for years on TRADE (But not anymore!), I jokingly stated in a TRUTH that, ""The first thing China will do is terminate ALL Ice Hockey being played in Canada, and permanently eliminate The Stanley Cup."" Well, he went on and on about the Hockey statement, like ""What kind of a person would say such a foolish thing as this,"" as though I were being serious when I said it. Fortunately, his Television Ratings are so low that nobody will learn about his various Fake News statements about me. He is no different than Kimmel, Fallon, or Colbert but, I must admit, slightly more talented! Anyway, Bill Maher is a highly overrated LIGHTWEIGHT, and Republicans should stop using him to show how the Left is coming over our way — Our Base, the Greatest of All Time, laughs at your weakness when you do it! Maher asked me if he could come back to the White House again and, with his friend, also asked to come to the wonderful White House Christmas Party, but he didn't. Regardless, I'd much rather spend my time MAKING AMERICA GREAT AGAIN than wasting it on him. Bill continues to suffer from a severe case of Trump Derangement Syndrome (TDS!), and there is nothing that will ever be done to cure him of this very serious disease. Thank you for your attention to this minor matter! President DJT",['venezuela'],"['military', 'mine', 'war']",
dentro,116833138299035157,2026-06-29 11:23:32.814000+00:00,"WTI CRUDE - $69, and heading down. This is less than it was prior to the start of the Denuclearization of Iran! President DJT",['iran'],['crude'],
dentro,114178483249053992,2025-03-17 15:29:51.373000+00:00,"Let nobody be fooled! The hundreds of attacks being made by Houthi, the sinister mobsters and thugs based in Yemen, who are hated by the Yemeni people, all emanate from, and are created by, IRAN. Any further attack or retaliation by the ""Houthis"" will be met with great force, and there is no guarantee that that force will stop there. Iran has played ""the innocent victim"" of rogue terrorists from which they've lost control, but they haven't lost control. They're dictating every move, giving them the weapons, supplying them with money and highly sophisticated Military equipment, and even, so-called, ""Intelligence."" Every shot fired by the Houthis will be looked upon, from this point forward, as being a shot fired from the weapons and leadership of IRAN, and IRAN will be held responsible, and suffer the consequences, and those consequences will be dire!DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA","['houthi', 'houthis', 'iran']","['attack', 'military']",
dentro,116318120548204193,2026-03-30 12:27:45.591000+00:00,The current war in Iran may prevent much greater bloodshed: thehill.com/opinion/national-s,['iran'],['war'],
dentro,114744772916804667,2025-06-25 15:44:45.961000+00:00,"Last weekend, the United States successfully carried out a massive precision strike on Iran's nuclear enrichment facilities, and it was very, very successful—It was called OBLITERATION. This incredible exercise of American strength has paved the way for peace, with a historic ceasefire agreement…",['iran'],"['enrichment', 'nuclear', 'strike']",
dentro,116172714486213504,2026-03-04 20:09:05.163000+00:00,"Delcy Rodríguez, who is the President of Venezuela, is doing a great job, and working with U.S. Representatives very well. The Oil is beginning to flow, and the professionalism and dedication between both Countries is a very nice thing to see! President DONALD J. TRUMP",['venezuela'],['oil'],
dentro,116954623645571071,2026-07-20 22:18:52.091000+00:00,"I had a very good conversation with the new Prime Minister of the United Kingdom, Andy Burnham. We discussed many subjects, including the outstanding relationship we have had with the UK. We will be meeting in the not too distant future for topics of mutual interest. The Prime Minister has got a big job ahead of him, but he will be able to do it and, of course, the U.S.A. will be there to help! We discussed North Sea Oil, Trade, the Military Alliance, Demining of the Hormuz Strait, and many other topics. The call was interesting, and went very well. I wished Prime Minister Burnham, GOOD LUCK AND GODSPEED! President DONALD J. TRUMP",['hormuz'],"['military', 'oil', 'strait']",
dentro,116348358117196662,2026-04-04 20:37:34.278000+00:00,"Many of Iran's Military Leaders, who have led them poorly and unwisely, are terminated, along with much else, with this massive strike in Tehran! President DONALD J. TRUMP Video:","['iran', 'tehran']","['military', 'strike']",
dentro,115255130298104593,2025-09-23 18:55:21.589000+00:00,"After getting to know and fully understand the Ukraine/Russia Military and Economic situation and, after seeing the Economic trouble it is causing Russia, I think Ukraine, with the support of the European Union, is in a position to fight and WIN all of Ukraine back in its original form. With time, patience, and the financial support of Europe and, in particular, NATO, the original Borders from where this War started, is very much an option. Why not? Russia has been fighting aimlessly for three and a half years a War that should have taken a Real Military Power less than a week to win. This is not distinguishing Russia. In fact, it is very much making them look like ""a paper tiger."" When the people living in Moscow, and all of the Great Cities, Towns, and Districts all throughout Russia, find out what is really going on with this War, the fact that it's almost impossible for them to get Gasoline through the long lines that are being formed, and all of the other things that are taking place in their War Economy, where most of their money is being spent on fighting Ukraine, which has Great Spirit, and only getting better, Ukraine would be able to take back their Country in its original form and, who knows, maybe even go further than that! Putin and Russia are in BIG Economic trouble, and this is the time for Ukraine to act. In any event, I wish both Countries well. We will continue to supply weapons to NATO for NATO to do what they want with them. Good luck to all! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA","['moscow', 'putin', 'russia', 'ukraine']","['gasoline', 'military', 'war']",
dentro,115732670084362796,2025-12-17 03:00:00.457000+00:00,"Trump orders 'blockade' of sanctioned oil tankers leaving, entering Venezuela: reuters.com/world/americas/tru",['venezuela'],"['blockade', 'oil', 'sanctioned', 'tankers']",
dentro,116790096457517049,2026-06-21 20:57:26.434000+00:00,"The headline in the Corrupt and Failing New York Times: “What Changed After Almost 4 Months of War? Analysts Say Not Much.” REALLY? Their Military is DONE, their Navy is GONE, their Air Force is GONE, their Launching Pads, Missiles, Drones and Manufacturing of same, is almost GONE, their top two sets of Leaders are GONE, their Inflation is at 250%, their Economy is BROKEN, their Soldiers aren't being paid, the Hormuz Strait is OPEN, THE OIL IS GUSHING, and the U.S. Stock Market and Jobs are at record HIGHS. That's what's CHANGED, you corrupt and unethical cowards, and MORE!!! President DJT","['hormuz', 'market']","['drones', 'military', 'navy', 'oil', 'strait', 'war']",
dentro,116449089632063189,2026-04-22 15:34:55.215000+00:00,MORNING GLORY: Will President Trump go full Sherman in the war on Iran? foxnews.com/opinion/morning-gl,['iran'],['war'],
dentro,116534860307993853,2026-05-07 19:07:31.867000+00:00,"I had a great call with The President of the European Commission, Ursula von der Leyen. We discussed many topics, including that we are completely united that Iran can never have a Nuclear Weapon. We agreed that a regime that kills its own people cannot control a bomb that can kill millions. I've been waiting patiently for the EU to fulfill their side of the Historic Trade Deal we agreed in Turnberry, Scotland, the largest Trade Deal, ever! A promise was made that the EU would deliver their side of the Deal and, as per Agreement, cut their Tariffs to ZERO! I agreed to give her until our Country's 250th Birthday or, unfortunately, their Tariffs would immediately jump to much higher levels. Thank you for your attention to this matter. President DONALD J. TRUMP",['iran'],['nuclear'],
dentro,116269822349947644,2026-03-21 23:44:53.572000+00:00,"If Iran doesn't FULLY OPEN, WITHOUT THREAT, the Strait of Hormuz, within 48 HOURS from this exact point in time, the United States of America will hit and obliterate their various POWER PLANTS, STARTING WITH THE BIGGEST ONE FIRST! Thank you for your attention to this matter. President DONALD J. TRUMP","['hormuz', 'iran']",['strait'],
dentro,116765811260304660,2026-06-17 14:01:23.732000+00:00,"I will be doing a Press Conference in 45 minutes from France. I'll then be heading to Versailles for Dinner with French and other European Leaders, and then back home tonight! The trip was a Great Success but, mostly what people wanted to talk about, is the fact that Iran will not have a Nuclear Weapon, and that the Strait of Hormuz will immediately be opened! Great Numbers in all categories for the United States Economy with more people working today than have ever worked before. Over 19.1 Trillion being invested in the U.S.A. with Factories and everything else happening but, importantly, recent Stock Market numbers are through the roof because of the settlement and, likewise, Oil Prices are tumbling down! President DONALD J. TRUMP","['hormuz', 'iran', 'market']","['nuclear', 'oil', 'strait']",
dentro,116629952973301768,2026-05-24 14:10:50.788000+00:00,"One of the worst deals ever made by our Country was the Iran Nuclear Deal, put forth and signed into existence by Barack Hussein Obama and the rank amateurs of the Obama Administration. It was a direct path to Iran developing a Nuclear Weapon. Not so with the transaction currently being negotiated with Iran by the Trump Administration - THE EXACT OPPOSITE, in fact! The negotiations are proceeding in an orderly and constructive manner, and I have informed my representatives not to rush into a deal in that time is on our side. The Blockade will remain in full force and effect until an agreement is reached, certified, and signed. Both sides must take their time and get it right. There can be no mistakes! Our relationship with Iran is becoming a much more professional and productive one. They must understand, however, that they cannot develop or procure a Nuclear Weapon or Bomb. I would like to thank, thus far, all of the countries of the Middle East for their support and cooperation, which will be further enhanced and strengthened by their joining the Nations of the historic Abraham Accords and, who knows, perhaps the Islamic Republic of Iran would like to join, as well! Thank you for your attention to this matter. President DONALD J. TRUMP",['iran'],"['blockade', 'nuclear']",
dentro,115047128460078066,2025-08-18 01:17:45.418000+00:00,"President Zelenskyy of Ukraine can end the war with Russia almost immediately, if he wants to, or he can continue to fight. Remember how it started. No getting back Obama given Crimea (12 years ago, without a shot being fired!), and NO GOING INTO NATO BY UKRAINE. Some things never change!!!","['russia', 'ukraine', 'zelenskyy']",['war'],
dentro,116290528260288417,2026-03-25 15:30:40.690000+00:00,"The Radical Left, Country Hating Democrats are trying to create inner chaos to take away from the great military achievement we are having in Iran. They hate seeing us WIN so completely and decisively, but the American public sees what is going on. AMERICA FIRST! President DJT",['iran'],['military'],
dentro,116782416835973120,2026-06-20 12:24:24.709000+00:00,"Italian Prime Minister Giorgia Meloni asked, over and over, for a picture with me during the G-7 meeting in France. She is doing poorly in Italy with her level of popularity, possibly because she turned down the United States of America, a Country that truly loves and protects Italy, when it came to denying Iran from obtaining or developing a Nuclear Weapon (But so did NATO, for that matter!). She wouldn't even let us use Italy's landing strips or runways, a great logistical inconvenience, and this despite the fact the U.S. contributes hundreds of Billions of Dollars a year to protect Italy, and other “so-called” NATO Allies. Now, after the United States defeated Iran militarily, she wants to be friends again in order to get her “numbers up.” No thanks!!! President DJT",['iran'],['nuclear'],
dentro,116969243226176328,2026-07-23 12:16:49.188000+00:00,"A year ago the United States of America attacked, very powerfully, the Houthis, for their interference with commerce and trade, by shooting at ships. Since that time, and during our conflict with Iran, they have acted very responsibly. Unfortunately, now they are starting up again, shooting at two Saudi Arabian ships last night. Please let this TRUTH serve to represent that if they do this again, the U.S. will hold Iran responsible, in that the Houthis are a Surrogate and/or Proxy of Iran, and major military punishment will be inflicted upon Iran and, of course, the Houthis, themselves, who I am very disappointed with in that they have, until now, acted very professionally and smart. Thank you for your attention to this matter! President DONALD J. TRUMP","['houthis', 'iran', 'saudi']","['attacked', 'military']",
dentro,116409146419851362,2026-04-15 14:16:50.166000+00:00,"I am working very hard with our Great Speaker, Mike Johnson, along with Chairman Jim Jordan and Chairman Rick Crawford, to get a clean extension of FISA 702 through the House of Representatives this week. I am asking Republicans to UNIFY, and vote together on the test vote to bring a clean Bill to the floor. We need to stick together when this Bill comes before the House Rules Committee today to keep it CLEAN! When the Dirty Cop, James Comey, the failed Head of the FBI went after me, he was using FISA Title I, the Domestic Collection, not FISA 702, the Foreign Collection, which needs to be extended today. While parts of FISA were illegally and unfortunately used against me in the Democrats' disgraceful Witch Hunt and Attack in the RUSSIA, RUSSIA, RUSSIA Hoax, and perhaps would be used against me in the future, I am willing to risk the giving up of my Rights and Privileges as a Citizen for our Great Military and Country! Our Military Patriots desperately need FISA 702, and it is one of the reasons we have had such tremendous SUCCESS on the battlefield. I have spoken with many in our Military who say FISA is necessary in order to protect our Troops overseas, as well as our people here at home, from the threat of Foreign Terror Attacks. It has already prevented MANY such Attacks, and it is very important that it remain in full force and effect. Thank you for your attention to this matter! President DONALD J. TRUMP",['russia'],"['attack', 'military']",
dentro,116420456436213944,2026-04-17 14:13:07.320000+00:00,"Now that the Hormuz Strait situation is over, I received a call from NATO asking if we would need some help. I TOLD THEM TO STAY AWAY, UNLESS THEY JUST WANT TO LOAD UP THEIR SHIPS WITH OIL. They were useless when needed, a Paper Tiger! President DJT",['hormuz'],"['oil', 'strait']",
dentro,116455405423651208,2026-04-23 18:21:06.547000+00:00,"For those people, fewer in number now than ever before, that are reading The Failing New York Times, or watching Fake News CNN, that think that I am ""anxious"" to end the War (if you would even call it that!) with Iran, please be advised that I am possibly the least pressured person ever to be in this position. I have all the time in the World, but Iran doesn't — The clock is ticking! The reason some of the Media is doing so poorly with Subscribers and Viewers is because they no longer have credibility. Iran's Navy is lying at the bottom of the Sea, their Air Force is demolished, their Anti Aircraft and Radar Weaponry is gone, their leaders are no longer with us, the Blockade is airtight and strong and, from there, it only gets worse — Time is not on their side! A Deal will only be made when it's appropriate and good for the United States of America, our Allies and, in fact, the rest of the World. President DONALD J. TRUMP",['iran'],"['blockade', 'navy', 'war']",
dentro,114758683463390427,2025-06-28 02:42:24.058000+00:00,"Who in the Fake News Media is the SleazeBag saying that ""President Trump wants to give Iran $30 Billion to build non-military Nuclear facilities."" Never heard of this ridiculous idea. It's just another HOAX put out by the Fake News in order to demean. These people are SICK!!!",['iran'],"['military', 'nuclear']",
dentro,114333660655935996,2025-04-14 01:13:30.692000+00:00,"Almost every week, 60 Minutes, which is being sued for Billions of Dollars for the fraud they committed in the 2024 Presidential Election with their Interview of Failed Presidential Candidate Kamala Harris, mentions the name ""TRUMP"" in a derogatory and defamatory way, but this Weekend's ""BROADCAST"" tops them all. They did not one, but TWO, major stories on ""TRUMP,"" one having to do with Ukraine, which I say is a War that would never have happened if the 2020 Election had not been RIGGED, in other words, if I were President and, the other story was having to do with Greenland, casting our Country, as led by me, falsely, inaccurately, and fraudulently. I am so honored to be suing 60 Minutes, CBS Fake News, and Paramount, over their fraudulent, beyond recognition, reporting. They did everything possible to illegally elect Kamala, including completely and corruptly changing major answers to Interview questions, but it just didn't work for them. They are not a ""News Show,"" but a dishonest Political Operative simply disguised as ""News,"" and must be responsible for what they have done, and are doing. They should lose their license! Hopefully, the Federal Communications Commission (FCC), as headed by its Highly Respected Chairman, Brendan Carr, will impose the maximum fines and punishment, which is substantial, for their unlawful and illegal behavior. CBS is out of control, at levels never seen before, and they should pay a big price for this. MAKE AMERICA GREAT AGAIN!",['ukraine'],['war'],
dentro,116673094140159291,2026-06-01 05:02:12.753000+00:00,"Iran really wants to make a deal, and it will be a good one for the U.S.A. and those that are with us. But don't the Dumocrats, and various seemingly unpatriotic Republicans, understand that it is MUCH tougher for me to properly do my job and negotiate, when political hacks keep negatively “chirping,” at levels never seen before, over and over again, that I should move faster, or move slower, or go to war, or not go to war, or whatever. Just sit back and relax, it will all work out well in the end - It always does! President DJT",['iran'],['war'],
dentro,116725476229257491,2026-06-10 11:03:40.002000+00:00,"Iran's Military is a complete and total mess. Much of it, like their Navy and Air Force, doesn't even exist anymore - They have been completely defeated. Iran is all talk and no action. The Bully of the Middle East is DEAD!!! They've taken too long to negotiate a deal that would have been great for them, now they will have to pay the price!!! President DONALD J. TRUMP",['iran'],"['military', 'navy']",
dentro,114099924838350231,2025-03-03 18:31:25.155000+00:00,Europe has spent more money buying Russian Oil and Gas than they have spent on defending Ukraine —BY FAR!,"['russian', 'ukraine']",['oil'],
dentro,116377109535639790,2026-04-09 22:29:26.107000+00:00,"Iran is doing a very poor job, dishonorable some would say, of allowing Oil to go through the Strait of Hormuz. That is not the agreement we have! President DONALD J. TRUMP","['hormuz', 'iran']","['oil', 'strait']",
dentro,116329512466946656,2026-04-01 12:44:52.476000+00:00,"Iran's New Regime President, much less Radicalized and far more intelligent than his predecessors, has just asked the United States of America for a CEASEFIRE! We will consider when Hormuz Strait is open, free, and clear. Until then, we are blasting Iran into oblivion or, as they say, back to the Stone Ages!!! President DJT","['hormuz', 'iran']",['strait'],
dentro,115972658725010644,2026-01-28 12:12:16.502000+00:00,"A massive Armada is heading to Iran. It is moving quickly, with great power, enthusiasm, and purpose. It is a larger fleet, headed by the great Aircraft Carrier Abraham Lincoln, than that sent to Venezuela. Like with Venezuela, it is, ready, willing, and able to rapidly fulfill its mission, with speed and violence, if necessary. Hopefully Iran will quickly ""Come to the Table"" and negotiate a fair and equitable deal - NO NUCLEAR WEAPONS - one that is good for all parties. Time is running out, it is truly of the essence! As I told Iran once before, MAKE A DEAL! They didn't, and there was ""Operation Midnight Hammer,"" a major destruction of Iran. The next attack will be far worse! Don't make that happen again. Thank you for your attention to this matter! President DONALD J. TRUMP","['iran', 'venezuela']","['attack', 'nuclear']",
dentro,116438260195246849,2026-04-20 17:40:51.123000+00:00,"The Democrats are doing everything possible to hurt the very strong position we are in with respect to Iran. Despite World War I lasting 4 years, 3 months, and 14 days, World War II lasting 6 years and 1 day, the Korean War lasting 3 years, 1 month, and 2 days, the Vietnam War lasting 19 years, 5 months, and 29 days, and Iraq lasting 8 years, 8 months, and 28 days, they like to say that I promised 6 weeks to defeat Iran, and actually, from the Military standpoint, it was far faster than that, but I'm not going to let them rush the United States into making a Deal that is not as good as it could have been. I read the Fake News saying that I am under ""pressure"" to make a Deal. THIS IS NOT TRUE! I am under no pressure whatsoever, although, it will all happen, relatively quickly! Time is not my adversary, the only thing that matters is that we finally, after 47 years, straighten out the MESS that other Presidents let happen because they didn't have the Courage or Foresight to do what had to be done with respect to Iran. We're in it, and it will be done RIGHT, and we won't let the Weak and Pathetic Democrats, TRAITORS ALL, who for years have been talking about the Dangers of Iran, and that something has to be done, but now, since I'm the one doing it, belittle the accomplishments of our Military and the Trump Administration. This is being perfectly executed, on the scale of Venezuela, just a bigger, more complex operation. The result will be the same. In my First Term, I built the Greatest Military our Country has ever seen, including adding Space Force. In my Second Term, I am properly and judiciously using our Military to solve problems left to us by others of far less understanding or competence. MAKE AMERICA GREAT AGAIN! President DONALD J. TRUMP","['iran', 'venezuela']","['military', 'war']",
dentro,114724035571020048,2025-06-21 23:50:59.176000+00:00,"We have completed our very successful attack on the three Nuclear sites in Iran, including Fordow, Natanz, and Esfahan. All planes are now outside of Iran air space. A full payload of BOMBS was dropped on the primary site, Fordow. All planes are safely on their way home. Congratulations to our great American Warriors. There is not another military in the World that could have done this. NOW IS THE TIME FOR PEACE! Thank you for your attention to this matter.",['iran'],"['attack', 'military', 'nuclear']",
dentro,115180631135047280,2025-09-10 15:09:14.575000+00:00,What's with Russia violating Poland's airspace with drones? Here we go!,['russia'],['drones'],
dentro,114167886343462616,2025-03-15 18:34:55.426000+00:00,"I am pleased to inform you that General Keith Kellogg has been appointed Special Envoy to Ukraine. General Kellogg, a Highly Respected Military Expert, will deal directly with President Zelenskyy, and Ukrainian leadership. He knows them well, and they have a very good working relationship together. Congratulations to General Kellogg!","['ukraine', 'ukrainian', 'zelenskyy']",['military'],
dentro,114217914259825110,2025-03-24 14:37:40.849000+00:00,"President Donald J. Trump announced today that the United States of America will be putting what is known as a Secondary Tariff on the Country of Venezuela, for numerous reasons, including the fact that Venezuela has purposefully and deceitfully sent to the United States, undercover, tens of thousands of high level, and other, criminals, many of whom are murderers and people of a very violent nature. Among the gangs they sent to the United States, is Tren de Aragua, which has been given the designation of ""Foreign Terrorist Organization."" We are in the process of returning them to Venezuela — It is a big task! In addition, Venezuela has been very hostile to the United States and the Freedoms which we espouse. Therefore, any Country that purchases Oil and/or Gas from Venezuela will be forced to pay a Tariff of 25% to the United States on any Trade they do with our Country. All documentation will be signed and registered, and the Tariff will take place on April 2nd, 2025, LIBERATION DAY IN AMERICA. Please let this notification serve to represent that the Department of Homeland Security, Border Patrol, and all other Law Enforcement Agencies within our Country have been so notified. Thank you for your attention to this matter!",['venezuela'],"['oil', 'secondary tariff']",
dentro,115830428767897167,2026-01-03 09:21:19.588000+00:00,"The United States of America has successfully carried out a large scale strike against Venezuela and its leader, President Nicolas Maduro, who has been, along with his wife, captured and flown out of the Country. This operation was done in conjunction with U.S. Law Enforcement. Details to follow. There will be a News Conference today at 11 A.M., at Mar-a-Lago. Thank you for your attention to this matter! President DONALD J. TRUMP","['maduro', 'venezuela']",['strike'],
dentro,116454200707517482,2026-04-23 13:14:44.038000+00:00,"Iran is having a very hard time figuring out who their leader is! They just don't know! The infighting is between the ""Hardliners,"" who have been losing BADLY on the battlefield, and the ""Moderates,"" who are not very moderate at all (but gaining respect!), is CRAZY! We have total control over the Strait of Hormuz. No ship can enter or leave without the approval of the United States Navy. It is ""Sealed up Tight,"" until such time as Iran is able to make a DEAL!!! Thank you for your attention to this matter. President DONALD J. TRUMP","['hormuz', 'iran']","['navy', 'strait']",
dentro,115210075167747572,2025-09-15 19:57:14.859000+00:00,"This morning, on my Orders, U.S. Military Forces conducted a SECOND Kinetic Strike against positively identified, extraordinarily violent drug trafficking cartels and narcoterrorists in the SOUTHCOM area of responsibility. The Strike occurred while these confirmed narcoterrorists from Venezuela were in International Waters transporting illegal narcotics (A DEADLY WEAPON POISONING AMERICANS!) headed to the U.S. These extremely violent drug trafficking cartels POSE A THREAT to U.S. National Security, Foreign Policy, and vital U.S. Interests. The Strike resulted in 3 male terrorists killed in action. No U.S. Forces were harmed in this Strike. BE WARNED — IF YOU ARE TRANSPORTING DRUGS THAT CAN KILL AMERICANS, WE ARE HUNTING YOU! The illicit activities by these cartels have wrought DEVASTATING CONSEQUENCES ON AMERICAN COMMUNITIES FOR DECADES, killing millions of American Citizens. NO LONGER. Thank you for your attention to this matter!!!Video --",['venezuela'],"['military', 'strike']",
dentro,115067017601499775,2025-08-21 13:35:49.632000+00:00,"It is very hard, if not impossible, to win a war without attacking an invaders country. It's like a great team in sports that has a fantastic defense, but is not allowed to play offense. There is no chance of winning! It is like that with Ukraine and Russia. Crooked and grossly incompetent Joe Biden would not let Ukraine FIGHT BACK, only DEFEND. How did that work out? Regardless, this is a war that would have NEVER happened if I were President - ZERO CHANCE. Interesting times ahead!!! President DJT","['russia', 'ukraine']",['war'],
dentro,116596094940250402,2026-05-18 14:40:18.204000+00:00,"If Iran surrenders, admits their Navy is gone and resting at the bottom of the sea, and their Air Force is no longer with us, and if their entire Military walks out of Tehran, weapons dropped and hands held high, each shouting ""I surrender, I surrender"" while wildly waving the representative White Flag, and if their entire remaining Leadership signs all necessary ""Documents of Surrender,"" and admit their defeat to the great power and force of the magnificent U.S.A., The Failing New York Times, The China Street Journal (WSJ!), Corrupt and now Irrelevant CNN, and all other members of the Fake News Media, will headline that Iran had a Masterful and Brilliant Victory over The United States of America, it wasn't even close. The Dumacrats and Media have totally lost their way. They have gone absolutely CRAZY!!! President DJT","['iran', 'tehran']","['military', 'navy']",
dentro,116229058692001771,2026-03-14 18:58:09.514000+00:00,"The United States of America has beaten and completely decimated Iran, both Militarily, Economically, and in every other way, but the Countries of the World that receive Oil through the Hormuz Strait must take care of that passage, and we will help — A LOT! The U.S. will also coordinate with those Countries so that everything goes quickly, smoothly, and well. This should have always been a team effort, and now it will be — It will bring the World together toward Harmony, Security, and Everlasting Peace! President DONALD J. TRUMP","['hormuz', 'iran']","['oil', 'strait']",
dentro,116743808155352167,2026-06-13 16:45:42.995000+00:00,"Barack Hussein Obama's Deal with Iran, the JCPOA, was an easy, beautiful, smooth road to a Nuclear Weapon, which Iran would have had six years ago, and would have used long before now. My Agreement with Iran is the exact opposite, A WALL TO NO NUCLEAR WEAPON! In fact, they no longer want a Nuclear Weapon, nor will they have one, either through purchase, development, or any other form of procurement. The Deal is scheduled to get signed tomorrow, and immediately after it is signed, the Hormuz Strait is OPEN TO ALL. Our relationship with Iran is a much different and better one than previous Administrations have had. Unlike Obama's Hundreds of Billions of Dollars in payments to them, including 1.7 Billion Dollars in green, cold cash, no money will exchange hands. At the appropriate time, when all is calm, we will go in and get the Nuclear Dust, buried deep under the powerful sunken granite mountains, thanks to our beautiful B-2 Bombers and their brilliant pilots, and downblend and destroy it, whether in Iran, or the United States. We look forward to working with Iran, and the entire Middle East, long into the future. Hopefully, this process will all work out quickly, easily, and smoothly. If it doesn't, we have the ultimate alternative, hopefully never to be used again! Thank you for your attention to this matter!!! President DONALD J. TRUMP","['hormuz', 'iran']","['bombers', 'destroy', 'jcpoa', 'nuclear', 'strait']",
dentro,116002095109616255,2026-02-02 16:58:20.085000+00:00,"It was an Honor to speak with Prime Minister Modi, of India, this morning. He is one of my greatest friends and, a Powerful and Respected Leader of his Country. We spoke about many things, including Trade, and ending the War with Russia and Ukraine. He agreed to stop buying Russian Oil, and to buy much more from the United States and, potentially, Venezuela. This will help END THE WAR in Ukraine, which is taking place right now, with thousands of people dying each and every week! Out of friendship and respect for Prime Minister Modi and, as per his request, effective immediately, we agreed to a Trade Deal between the United States and India, whereby the United States will charge a reduced Reciprocal Tariff, lowering it from 25% to 18%. They will likewise move forward to reduce their Tariffs and Non Tariff Barriers against the United States, to ZERO. The Prime Minister also committed to ""BUY AMERICAN,"" at a much higher level, in addition to over $500 BILLION DOLLARS of U.S. Energy, Technology, Agricultural, Coal, and many other products. Our amazing relationship with India will be even stronger going forward. Prime Minister Modi and I are two people that GET THINGS DONE, something that cannot be said for most. Thank you for your attention to this matter! PRESIDENT DONALD J. TRUMP","['russia', 'russian', 'ukraine', 'venezuela']","['oil', 'war']",
dentro,116368825638596650,2026-04-08 11:22:43.870000+00:00,"The United States will work closely with Iran, which we have determined has gone through what will be a very productive Regime Change! There will be no enrichment of Uranium, and the United States will, working with Iran, dig up and remove all of the deeply buried (B-2 Bombers) Nuclear ""Dust."" It is now, and has been, under very exacting Satellite Surveillance (Space Force!). Nothing has been touched from the date of attack. We are, and will be, talking Tariff and Sanctions relief with Iran. Many of the 15 points have already been been agreed to. Thank you for your attention to this matter. President DONALD J. TRUMP",['iran'],"['attack', 'bombers', 'enrichment', 'nuclear', 'sanctions']",
